*B11	241.7188838	322.980575333333	170.9197631	222.7418534	136.9646372	262.7637994	190.7123467	146.0169668	208.1479192	431.2545448	268.2669582	402.6545746	912.739401	657.2363238	432.4196178	143.4691005	277.2513661	124.3002784	479.2683571	154.6953525	252.930262	237.1082814	535.8478126	76.3598079	533.5664025	277.4244584	250.500426	132.0679807	198.1211603	107.2488813	320.924082	370.243163	294.3770546	282.3294408	309.6974679	303.1171351	103.0832884	307.9439459	161.5484096	160.6957559	350.2524301	194.5955136	308.952234	117.1785046	295.7675877	351.8772678	219.2950658	351.3195342	221.1957108	249.9394139	491.562618683333	41.6894481	361.5343452	264.7362787	531.7688945	556.5742436	85.7033918	283.0422792	358.1138762	1437.156674	429.2206882	80.5304433	313.5643943	176.0432066	266.7444077	224.8673264	328.1999052	321.6148461	453.067168	356.9630345	200.6948861	551.632507	290.1896078	327.4509734	255.6268324	141.2601759	725.1872171	429.010882433333	107.9096417	162.5173779	539.8714677	270.703766	153.9637566	206.1505131	494.3118742	748.6261949	313.1812004	274.9823394	508.6570689	211.7027623	142.2161415	127.7664702	420.9210942	126.2850351	549.5141638	76.6117704	353.254586	175.5552905	208.0739044	305.331800533333	485.6559463	848.9154125	217.3899691	254.745953	118.8372456	295.931563941667	246.3415461	226.570058	260.3911498	270.9409126	335.1104979	272.88718	214.7940168	137.5515005	148.0153457	172.5400207	239.5232833	201.2579354	460.7038601	225.9868527	279.0740134	159.9910416	217.3544461	325.4509924	296.9414734	290.9774795	220.1663788	277.3922588	1526.730932	58.8139282	554.4697025	416.6924151	103.1668543	104.1332076	200.2910725	211.489949	382.6630681	341.2506993	483.2401066	1316.08843	367.0490768	460.8620494	218.672169	161.6357967	331.6862484	303.3656893	417.3602416	471.6977278	167.4785169	208.8863122	477.1946255	170.8562644	144.1591379	303.8312604	479.9422525	89.2493743	729.9575892	501.1276504	260.961282	174.6332517	207.5672897	551.1281475	287.0775378	101.4288332	186.2857258	283.0649266	195.7900496	330.1481897	305.1281189	191.1943761	458.3447743	77.8531844	356.0112633	694.7848727	181.1921014	181.1372293	278.0782147	201.1712277	193.7179505
*Na23	107.5296315	158.141676775	82.4659984	112.5930066	64.3985111	132.197691	104.8318603	65.5643088	119.8701809	206.202851	128.913941	198.8130706	413.7931531	353.988589	192.6108689	72.8500667	133.4764723	74.5794997	213.1655491	91.1992597	114.6779339	112.2400255	266.3770685	41.94985142	279.5830771	146.1175533	119.8268735	71.8045689	84.9422694	60.9349221	157.4665714	209.5072897	142.3729004	121.4870148	122.6481659	135.9718621	53.11581514	152.0830223	63.5647334	71.4458614	174.61239	87.9161925	125.388102	57.71708652	139.7501635	179.2702743	103.6753257	174.3046013	122.8656808	141.5583061	228.185414025	34.40240931	157.8929206	143.7185716	212.88265	274.4083215	52.97911341	139.3047948	179.0954454	623.3916643	219.0402988	48.93132095	158.1855862	94.9953615	141.8138144	94.0972671	167.7724169	151.3151874	214.1580615	184.4814075	102.4814219	257.025565	150.5167183	154.1329568	120.052467	73.1393347	393.0074947	200.4514659025	72.2505195	80.6834926	260.1115624	135.1691893	82.0301721	97.7276796	229.4354968	328.0162175	140.9514163	146.1657479	218.3918056	105.9600641	63.2295176	69.8361007	229.8569967	66.3804698	288.9382239	47.64408249	160.9339704	107.7235682	73.5608609	146.7820111	233.3695538	388.5652025	91.9363712	144.3975124	58.44136	138.225443233333	123.7305832	120.5607686	128.2879714	128.865143	159.3481778	133.3579178	107.4294313	68.1015693	73.4265386	97.53131	123.8022867	93.8817479	216.2664957	97.5399607	122.1553875	92.8710788	108.136088	158.8058841	148.2704814	142.8817395	110.7640811	137.5089803	725.2749372	62.5881527	301.0620777	189.8971218	53.49029266	45.7757322	108.0818808	93.0457455	173.3253047	177.4119103	212.1417532	614.3578694	182.4080687	238.3802655	96.9669428	149.1894412	155.4800718	150.8844379	212.9519668	234.7485241	74.4576425	104.8019328	225.1085725	83.3496075	90.053747	156.9513141	210.072376	131.8281885	338.0077697	257.7216375	133.3277231	90.4356551	102.358459	231.3443358	125.8784502	49.08194796	85.3291081	131.3704467	95.7484902	167.4844688	154.9116684	80.7594974	234.9119774	47.79477002	191.8410218	314.0899223	92.7742168	89.6431632	148.8609153	109.8891589	106.6575888
*Mg25	2239.078868811	2044.514956811	1903.060186811	2246.607202811	2379.514101811	2105.961156811	2081.822290811	1796.995144811	2304.637531811	2324.544185811	2025.499691811	2317.481927811	3376.943401811	1987.975643811	2024.058010811	2098.924163811	2492.787972811	2366.844725811	1742.108925811	1974.409503811	2189.594661811	2093.240885811	2352.693211811	1832.830069811	1458.946589811	2063.864981811	2157.025460811	2273.090124811	2138.539157811	2134.115657811	2141.871867811	2383.899858811	2404.829475811	2382.508252811	2070.705835811	2133.221153811	1919.508138811	2120.578144811	2288.498032811	2048.766530811	2102.764566811	2005.949371811	2252.612592811	2011.402923811	2429.575621811	2249.198867811	1715.671614811	2365.084988811	2438.005518811	2505.550751811	2240.925301561	1883.047929811	2371.498426811	2126.116378811	2470.770235811	2465.838969811	2083.832630811	1841.756762811	2557.515294811	2005.143999811	1991.596635811	2417.671183811	2434.231585811	2247.213759811	1960.310778811	2232.402559811	2534.044041811	2129.370237811	2347.788669811	2467.421105811	2256.213110811	2135.198155811	1997.303793811	2396.272522511	2822.621803811	2235.581448811	2011.291681811	2351.10531297767	1903.587735811	2761.066680811	1350.597282811	1949.980283811	1983.438238811	2508.010627811	2445.658967811	1248.401892811	1979.674850811	2092.417596811	2366.772888811	2038.458875811	2539.277313811	2094.978375811	2171.851935811	2322.354490811	2275.543058811	2316.885615811	2192.764813811	1992.974079811	1974.261986811	2156.598572811	1402.793195811	2552.129411811	1835.182772811	2338.539795811	1734.137532811	2075.53444347767	1903.536611811	1803.839553811	2139.755601811	2157.976219811	1929.299672811	2409.557775811	2031.428128811	1802.159555811	2657.641536811	1477.724089811	2101.984097811	2011.876967811	3379.341501811	2228.590587811	2134.220166811	1773.587670811	2051.336896811	2138.630960811	2120.845318811	2375.238640811	1734.556886811	2202.372535811	1483.108124811	1817.443193811	2476.232073811	2303.199230811	1883.769895811	2110.255045811	2099.976172811	2101.800678811	2513.910318811	2112.665952811	2249.129538811	2584.280317811	1904.990822811	2061.178295811	2313.946370811	1644.588470811	2233.690739811	2540.389922811	2170.590091811	2440.896052811	2171.990054811	1913.404942811	2111.419516811	2234.700706811	2005.068941811	2446.421729811	2496.423178811	1611.000973811	2366.552997811	2575.701743811	2341.057698811	2183.488765811	1986.169592811	2580.564321811	2137.989327811	2155.405965811	2205.805538811	2230.152274811	2268.009287811	2009.715540811	2092.119497811	2190.028119811	2033.559066811	2048.930936811	2311.003185811	1688.590005811	2470.434781811	2379.378608811	2337.329016811	2135.935439811	2232.471026811
*P31	4162.35018489	3437.87701805667	3929.64751889	4005.40654989	4103.36673089	3436.21202689	4346.51604389	3082.57030689	3777.66040689	4069.05353089	3702.35649989	4029.48199889	6743.99743589	4096.61570589	3781.83165989	4177.17103389	4396.56834289	4374.37786289	3796.04652289	3047.29392989	3681.17737289	3171.30405289	3667.84008789	3396.95974689	2733.70421789	3255.70216889	4187.44529489	4058.91340789	3735.49434589	3402.81299289	3866.67623789	4218.65243289	4624.33276989	3572.09403789	3122.53873989	4201.78784589	3397.58078489	3729.55290389	3574.22699289	3479.58799889	4298.12454889	4076.92337089	4015.10813489	4359.40972189	4577.87891789	3652.32816889	3172.38191589	3999.80635689	4068.64861289	3822.08755689	3899.64485080667	3314.62814789	4588.44779189	3548.65986089	4883.02257089	4490.93063789	3496.51638889	3015.81975789	4035.90102489	4042.77994289	3733.24670789	3768.55639089	4302.75103189	3690.72911689	3630.15033689	3034.58713889	3788.65473489	3272.32760089	3949.71211289	3935.32987089	3800.89899189	3797.85552889	3638.61957589	4743.24742979	4447.99424189	4064.93157489	4047.69948089	4044.47370205667	3539.12605089	4462.39728289	2839.51452889	3792.14938889	3440.87880589	4016.89802289	3940.00383489	2593.98268589	3391.03545889	4077.83031889	3663.25730089	3932.10789489	3664.65225589	3394.79807589	4023.04697689	4012.58321189	4274.93717089	3674.49240489	4195.61902089	3706.13443589	3778.75012289	4175.46145230667	2472.53609489	4468.65348289	3223.69879689	3986.99371389	2851.20463689	3460.33895030667	3585.85413589	3563.83616489	4104.37692289	3688.15254589	3560.04787989	3992.29904889	3743.85172489	3819.95201189	4633.52897789	2513.65968889	3753.51031789	3188.56029789	4965.41906989	3363.80331789	3527.26331489	2714.03567189	3782.39606089	3313.69901189	3983.05683289	4264.61818089	3917.58428789	3682.42688589	2513.44883489	3221.32687589	4237.65099289	3810.62314089	3082.04608189	3269.04312289	3439.24903789	4102.22537589	4228.43773689	3625.75475689	3634.66930289	4867.86860089	3139.81121989	3592.96543189	3547.58839889	3477.39201489	3792.13649489	4068.47033089	3970.66429489	4240.46906689	3331.43795889	3236.99690989	4389.49331089	3853.28394889	3502.91941989	4141.04637289	3844.95593589	4017.74483689	4566.94689089	5137.02555489	4951.14635489	3702.86054489	3460.00397989	3870.84382289	3479.26473689	3321.74795289	3819.04919889	3669.04443789	3882.55429389	3411.91466189	3166.59655989	3608.39044989	3619.10462389	3201.97649389	4792.11244389	3374.03829889	3776.30251889	4197.31389389	4621.01014889	4061.79707489	4487.68560789
*S34	2093.3382947	1895.91949486667	1618.0446077	2052.7574347	1954.9721887	1916.2031327	2098.2965477	1923.7486017	1903.5187917	2474.8041337	1698.2144447	2198.3410717	4809.7496887	2433.7512117	2475.4198797	1833.7391487	2225.0061777	1858.4521807	1947.1719747	1482.4138677	1891.5318757	1745.5126827	1911.3724067	1533.5012087	2490.4518497	1657.5400897	1808.6418197	2280.9634037	2033.9905107	1578.1729577	2521.4269847	2630.6704507	2755.9279107	1720.4713747	1489.6275837	2025.3162057	1649.0661827	1876.3192417	1706.6599877	1946.2261707	2274.9604067	1951.1089407	2124.6496377	2095.5637117	2672.3302447	1944.8214757	2090.8709827	2180.7586957	2361.0522477	2362.5213987	2673.55751961667	1688.4107437	2132.7146537	2319.4337147	2334.9643627	2910.6452087	1507.8307427	1983.2372227	2677.4895377	2353.2209927	2112.8048027	1775.7236717	2139.7757277	1878.3558627	2036.9701517	1897.2152697	1695.0340237	2437.5752147	2682.3470907	2252.5984877	2159.4100347	2020.6665047	2104.6538697	2765.6779654	2344.0354917	1883.4766387	2121.4366577	2459.51558845	1552.3065577	2399.4046477	2534.6900457	1860.7696637	1698.3079867	2107.9634017	2568.3321307	2140.8674537	1797.8815537	2068.8744777	2200.6818957	2341.0576347	2078.4873567	2300.3696917	2238.6461297	1701.5359277	2629.3357827	1776.4461737	2087.8852247	1797.2495827	1992.1590737	2222.2494137	2590.6696267	2628.4789157	1951.8432647	1801.7776147	1696.0856627	1899.64958253333	1962.7017777	1854.0131657	2564.3663307	2204.5995827	2264.7722717	1784.3022317	1653.1786537	1977.2993697	2478.7249157	1898.9541687	1814.9415377	1689.9010347	2629.7316907	1543.3317337	1912.4178737	1797.0719527	1524.7545787	2088.6246207	2118.5998217	2122.0014037	1938.3472197	1962.5520867	1749.0731037	1686.1555607	2627.9027147	2197.5989547	1204.3682057	1735.8104787	1999.7995717	2320.6992487	2075.8240837	1952.2715407	2149.4218527	2675.4515077	2194.3773507	1996.8249627	1860.1113127	1802.9303467	1972.2725347	2492.4847647	1972.9278897	2283.2704777	1375.3135717	1499.1433027	2325.5391697	1966.7482287	1772.2605017	2239.6165187	2596.9884777	1691.4982057	2794.4759197	2383.2604667	2005.4282477	1402.5784197	2010.3881197	2200.0502717	1854.3010647	1770.1925127	1791.3964577	1734.5127507	1864.0920147	1898.4941367	1829.5897167	1726.6543567	1927.0820257	2064.2311807	2561.1708397	2160.8140547	2166.7286297	2088.3561177	2861.1655597	1946.8005837	2285.7201607
*K39	5459.076385938	3583.44319452133	3756.591436938	5296.181578938	4073.139379938	4250.245242938	4422.273447938	2710.587768938	3627.326535938	4537.403878938	3761.488365938	4516.984820938	8881.672390938	4085.626999938	6143.759012938	4498.323083938	5145.152101938	5398.688187938	4541.286828938	3110.248401938	3551.785916938	3392.507395938	3379.570551938	3088.832316938	3817.520135938	2958.525052938	3841.261540938	3697.458106938	4814.437098938	3764.135474938	3817.814168938	3800.777516938	6016.559032938	4253.019841938	4909.034274938	4871.246481938	3456.757622938	3895.221009938	5159.137129938	3239.022744938	5678.574774938	4539.095529938	4277.894175938	3812.915730938	5543.447412938	3870.791875938	4254.958623938	5230.143090938	5159.022353938	3355.262727938	4753.53721227133	3384.947245938	4640.868531938	3530.444772938	5653.062626938	9392.168352938	3528.752035938	2966.150663938	4037.002231938	4904.609777938	4793.790970938	3002.191323938	3739.204717938	3332.885897938	3516.136388938	3044.248313938	3648.690513938	3425.652204938	3342.398197938	3416.894014938	2979.968634938	3115.043024938	3596.234292938	5251.471358438	4817.435814938	4778.855825938	6043.114445938	4427.797319688	3309.166465938	3199.976250938	3190.843743938	3808.172250938	3819.117355938	3863.378342938	3576.828536938	3265.515387938	4031.160003938	5193.054499938	6109.849019938	3424.837986938	3578.890918938	3200.446911938	6439.727861938	4576.388127938	6286.352312938	2835.531505938	4085.996659938	3360.692512938	3119.034680938	5486.15122135467	3052.373311938	5308.455531938	3872.571139938	3711.596359938	3377.702264938	4859.63177460467	3605.044779938	4178.914247938	3471.359613938	3611.970915938	4149.720502938	5422.774542938	3520.869897938	2917.913695938	3858.067132938	3342.959365938	2571.302726938	4046.725918938	5865.899109938	3097.887884938	3452.555162938	2903.804411938	3900.045489938	4373.579465938	4650.652210938	5204.515832938	4275.643962938	4419.733716938	2612.076982938	2846.727764938	4446.380689938	3419.547763938	3584.740712938	3450.880084938	3508.982605938	4260.813099938	4428.489358938	3456.795728938	3404.692381938	4620.748960938	3468.534887938	4109.140625938	3694.734651938	3393.104953938	3631.517281938	3276.569841938	3231.375353938	4672.359771938	3144.887019938	3157.664762938	4942.764270938	5764.494602938	3045.872424938	4058.647935938	5485.228197938	3705.386910938	4863.882083938	5301.537443938	4447.309808938	3280.255975938	3418.800055938	3715.902483938	3852.469920938	3582.785594938	4033.551140938	4686.160107938	3535.399180938	3320.532432938	3122.055175938	3720.901222938	3363.369160938	3670.419503938	6705.357988938	3454.320068938	3069.585499938	4068.458506938	5669.509189938	4087.572140938	3912.322193938
*Ca44	164.03317201	159.922742676667	112.29513991	53.93054781	177.38429931	80.31193291	81.81206851	84.32676831	103.11629111	112.31880751	122.45745661	80.66030451	631.45442561	172.59765011	154.58621631	59.19796711	53.13997521	43.52734961	109.13354321	58.77437401	173.91360581	50.91260911	145.50447131	59.02710341	248.64612361	56.34794441	50.04720531	56.05035551	123.16105871	20.48315921	79.81114401	92.10007331	151.13920941	4.88646241000001	0	76.41390591	61.42331121	433.27203551	15.3773661	107.49555601	84.74375051	102.02522671	88.57253211	45.90339101	122.95574861	64.35900961	72.29228201	112.72241231	120.04463941	117.06150291	250.623326101667	23.58121311	138.81479801	77.16389701	10.21268869	293.35754771	17.120849	132.24039511	67.69274211	79.84995971	110.76841871	38.46095741	153.33542601	59.59267591	124.08213271	45.49682051	91.54309201	66.32726051	195.49385851	99.64837281	62.64808551	94.52593711	71.15120291	185.49638458	60.79199001	80.79361801	159.70738771	191.379555043333	90.73060591	89.77112061	154.41172691	60.82043391	30.56939391	61.66178631	75.87589711	242.91094831	156.32854021	54.74324311	158.35867291	70.03826001	142.43550171	42.92516051	148.53476161	104.34346661	147.47241101	47.25738031	94.67931971	73.13312641	1.81581172000001	190.617740368333	208.77808981	139.88038011	161.44032361	72.94029481	40.89681711	128.292845393333	63.75737931	88.15369281	87.76328761	66.33007701	111.54791281	73.72413191	40.56442581	0	79.52861961	93.92788621	40.08952501	57.12062511	463.74084791	32.90031521	99.52043341	59.82736611	29.72902641	132.24117141	104.91348981	76.89802091	52.29558291	68.79431381	126.83126841	67.54143591	125.45017591	133.39826741	48.42235011	80.50915131	76.43047201	79.84505561	57.02219991	50.07809561	103.01796361	132.71537801	94.43731481	126.51382351	148.17017321	84.77155991	136.08182881	102.25471651	125.00699351	112.10975421	44.31731811	119.32431111	83.64882651	135.98922201	123.92053841	120.31790611	142.59724841	135.85569641	216.37475771	110.00775551	115.23723471	59.00858791	45.30735381	114.69542461	94.75916441	29.87115521	35.13867671	78.94231371	119.06385331	56.68367341	39.97052781	80.88710981	74.50684521	30.07688601	167.19790291	193.58131391	71.45181761	108.19952981	84.80785181	45.06127301	53.11341451
